fecha,estacion,comuna,mp25,estado_registro,nivel_calidad_aire,mes,dia_semana,mp25_dia_anterior,mp25_promedio_7d,nivel_calidad_aire_dia_siguiente
2022-11-07,Puente Alto,Puente Alto,16.0,validado,buena,11,0,16.0,13.57,buena
2022-11-08,Puente Alto,Puente Alto,16.0,validado,buena,11,1,16.0,14.43,buena
2022-11-09,Puente Alto,Puente Alto,8.0,validado,buena,11,2,16.0,15.43,buena
2022-11-10,Puente Alto,Puente Alto,8.0,validado,buena,11,3,8.0,14.71,buena
2022-11-11,Puente Alto,Puente Alto,8.0,validado,buena,11,4,8.0,13.71,buena
2022-11-12,Puente Alto,Puente Alto,5.0,validado,buena,11,5,8.0,12.14,buena
2022-11-13,Puente Alto,Puente Alto,5.0,validado,buena,11,6,5.0,11.0,buena
2022-11-14,Puente Alto,Puente Alto,9.0,validado,buena,11,0,5.0,9.43,buena
2022-11-15,Puente Alto,Puente Alto,12.0,validado,buena,11,1,9.0,8.43,buena
2022-11-16,Puente Alto,Puente Alto,15.0,validado,buena,11,2,12.0,7.86,buena
2022-11-17,Puente Alto,Puente Alto,14.0,validado,buena,11,3,15.0,8.86,buena
2022-11-18,Puente Alto,Puente Alto,16.0,validado,buena,11,4,14.0,9.71,buena
2022-11-19,Puente Alto,Puente Alto,12.0,validado,buena,11,5,16.0,10.86,buena
2022-11-20,Puente Alto,Puente Alto,12.0,validado,buena,11,6,12.0,11.86,buena
2022-11-21,Puente Alto,Puente Alto,11.0,validado,buena,11,0,12.0,12.86,buena
2022-11-22,Puente Alto,Puente Alto,15.0,validado,buena,11,1,11.0,13.14,buena
2022-11-23,Puente Alto,Puente Alto,15.0,validado,buena,11,2,15.0,13.57,buena
2022-11-24,Puente Alto,Puente Alto,13.0,validado,buena,11,3,15.0,13.57,buena
2022-11-25,Puente Alto,Puente Alto,14.0,validado,buena,11,4,13.0,13.43,buena
2022-11-26,Puente Alto,Puente Alto,13.0,validado,buena,11,5,14.0,13.14,buena
2022-11-27,Puente Alto,Puente Alto,12.0,validado,buena,11,6,13.0,13.29,buena
2022-11-28,Puente Alto,Puente Alto,13.0,validado,buena,11,0,12.0,13.29,buena
2022-11-29,Puente Alto,Puente Alto,14.0,validado,buena,11,1,13.0,13.57,buena
2022-11-30,Puente Alto,Puente Alto,9.0,validado,buena,11,2,14.0,13.43,buena
2022-12-01,Puente Alto,Puente Alto,10.0,validado,buena,12,3,9.0,12.57,buena
2022-12-02,Puente Alto,Puente Alto,10.0,validado,buena,12,4,10.0,12.14,buena
2022-12-03,Puente Alto,Puente Alto,11.0,validado,buena,12,5,10.0,11.57,buena
2022-12-04,Puente Alto,Puente Alto,9.0,validado,buena,12,6,11.0,11.29,buena
2022-12-07,Puente Alto,Puente Alto,10.0,validado,buena,12,2,9.0,10.86,buena
2022-12-08,Puente Alto,Puente Alto,11.0,validado,buena,12,3,10.0,10.43,buena
2022-12-09,Puente Alto,Puente Alto,9.0,validado,buena,12,4,11.0,10.0,buena
2022-12-10,Puente Alto,Puente Alto,8.0,validado,buena,12,5,9.0,10.0,buena
2022-12-11,Puente Alto,Puente Alto,9.0,validado,buena,12,6,8.0,9.71,buena
2022-12-12,Puente Alto,Puente Alto,15.0,validado,buena,12,0,9.0,9.57,buena
2022-12-13,Puente Alto,Puente Alto,11.0,validado,buena,12,1,15.0,10.14,buena
2022-12-14,Puente Alto,Puente Alto,11.0,validado,buena,12,2,11.0,10.43,regular
2022-12-15,Puente Alto,Puente Alto,30.0,validado,regular,12,3,11.0,10.57,regular
2022-12-16,Puente Alto,Puente Alto,36.0,validado,regular,12,4,30.0,13.29,buena
2022-12-17,Puente Alto,Puente Alto,17.0,validado,buena,12,5,36.0,17.14,buena
2022-12-18,Puente Alto,Puente Alto,12.0,validado,buena,12,6,17.0,18.43,buena
2022-12-19,Puente Alto,Puente Alto,10.0,validado,buena,12,0,12.0,18.86,buena
2022-12-20,Puente Alto,Puente Alto,7.0,validado,buena,12,1,10.0,18.14,buena
2022-12-21,Puente Alto,Puente Alto,9.0,validado,buena,12,2,7.0,17.57,buena
2022-12-22,Puente Alto,Puente Alto,6.0,validado,buena,12,3,9.0,17.29,buena
2022-12-23,Puente Alto,Puente Alto,9.0,validado,buena,12,4,6.0,13.86,buena
2022-12-24,Puente Alto,Puente Alto,12.0,validado,buena,12,5,9.0,10.0,buena
2022-12-25,Puente Alto,Puente Alto,14.0,validado,buena,12,6,12.0,9.29,buena
2022-12-26,Puente Alto,Puente Alto,11.0,validado,buena,12,0,14.0,9.57,buena
2022-12-27,Puente Alto,Puente Alto,13.0,validado,buena,12,1,11.0,9.71,buena
2022-12-28,Puente Alto,Puente Alto,15.0,validado,buena,12,2,13.0,10.57,buena
2022-12-29,Puente Alto,Puente Alto,13.0,validado,buena,12,3,15.0,11.43,buena
2022-12-30,Puente Alto,Puente Alto,17.0,validado,buena,12,4,13.0,12.43,buena
2022-12-31,Puente Alto,Puente Alto,15.0,validado,buena,12,5,17.0,13.57,buena
2023-01-01,Puente Alto,Puente Alto,14.0,validado,buena,1,6,15.0,14.0,buena
2023-01-02,Puente Alto,Puente Alto,10.0,validado,buena,1,0,14.0,14.0,buena
2023-01-03,Puente Alto,Puente Alto,10.0,validado,buena,1,1,10.0,13.86,buena
2023-01-04,Puente Alto,Puente Alto,13.0,validado,buena,1,2,10.0,13.43,buena
2023-01-05,Puente Alto,Puente Alto,16.0,validado,buena,1,3,13.0,13.14,buena
2023-01-06,Puente Alto,Puente Alto,11.0,validado,buena,1,4,16.0,13.57,buena
2023-01-07,Puente Alto,Puente Alto,11.0,validado,buena,1,5,11.0,12.71,buena
2023-01-08,Puente Alto,Puente Alto,9.0,validado,buena,1,6,11.0,12.14,buena
2023-01-09,Puente Alto,Puente Alto,13.0,validado,buena,1,0,9.0,11.43,buena
2023-01-10,Puente Alto,Puente Alto,10.0,validado,buena,1,1,13.0,11.86,buena
2023-01-11,Puente Alto,Puente Alto,11.0,validado,buena,1,2,10.0,11.86,buena
2023-01-12,Puente Alto,Puente Alto,8.0,validado,buena,1,3,11.0,11.57,buena
2023-01-13,Puente Alto,Puente Alto,10.0,validado,buena,1,4,8.0,10.43,buena
2023-01-14,Puente Alto,Puente Alto,11.0,validado,buena,1,5,10.0,10.29,buena
2023-01-15,Puente Alto,Puente Alto,9.0,validado,buena,1,6,11.0,10.29,buena
2023-01-16,Puente Alto,Puente Alto,16.0,validado,buena,1,0,9.0,10.29,buena
2023-01-17,Puente Alto,Puente Alto,15.0,validado,buena,1,1,16.0,10.71,buena
2023-01-18,Puente Alto,Puente Alto,17.0,validado,buena,1,2,15.0,11.43,buena
2023-01-19,Puente Alto,Puente Alto,14.0,validado,buena,1,3,17.0,12.29,buena
2023-01-20,Puente Alto,Puente Alto,12.0,validado,buena,1,4,14.0,13.14,buena
2023-01-21,Puente Alto,Puente Alto,12.0,validado,buena,1,5,12.0,13.43,buena
2023-01-22,Puente Alto,Puente Alto,14.0,validado,buena,1,6,12.0,13.57,buena
2023-01-23,Puente Alto,Puente Alto,13.0,validado,buena,1,0,14.0,14.29,buena
2023-01-24,Puente Alto,Puente Alto,9.0,validado,buena,1,1,13.0,13.86,buena
2023-01-25,Puente Alto,Puente Alto,9.0,validado,buena,1,2,9.0,13.0,buena
2023-01-26,Puente Alto,Puente Alto,10.0,validado,buena,1,3,9.0,11.86,buena
2023-01-27,Puente Alto,Puente Alto,16.0,validado,buena,1,4,10.0,11.29,buena
2023-01-28,Puente Alto,Puente Alto,12.0,validado,buena,1,5,16.0,11.86,buena
2023-01-29,Puente Alto,Puente Alto,10.0,validado,buena,1,6,12.0,11.86,buena
2023-01-30,Puente Alto,Puente Alto,10.0,validado,buena,1,0,10.0,11.29,buena
2023-01-31,Puente Alto,Puente Alto,9.0,validado,buena,1,1,10.0,10.86,buena
2023-02-01,Puente Alto,Puente Alto,13.0,validado,buena,2,2,9.0,10.86,buena
2023-02-02,Puente Alto,Puente Alto,18.0,validado,buena,2,3,13.0,11.43,buena
2023-02-03,Puente Alto,Puente Alto,24.0,validado,buena,2,4,18.0,12.57,buena
2023-02-04,Puente Alto,Puente Alto,20.0,validado,buena,2,5,24.0,13.71,buena
2023-02-05,Puente Alto,Puente Alto,20.0,validado,buena,2,6,20.0,14.86,regular
2023-02-06,Puente Alto,Puente Alto,47.0,validado,regular,2,0,20.0,16.29,mala
2023-02-07,Puente Alto,Puente Alto,67.0,validado,mala,2,1,47.0,21.57,mala
2023-02-08,Puente Alto,Puente Alto,62.0,validado,mala,2,2,67.0,29.86,mala
2023-02-09,Puente Alto,Puente Alto,78.0,validado,mala,2,3,62.0,36.86,mala
2023-02-10,Puente Alto,Puente Alto,58.0,validado,mala,2,4,78.0,45.43,regular
2023-02-11,Puente Alto,Puente Alto,46.0,validado,regular,2,5,58.0,50.29,regular
2023-02-12,Puente Alto,Puente Alto,35.0,validado,regular,2,6,46.0,54.0,buena
2023-02-13,Puente Alto,Puente Alto,11.0,validado,buena,2,0,35.0,56.14,buena
2023-02-14,Puente Alto,Puente Alto,15.0,validado,buena,2,1,11.0,51.0,buena
2023-02-15,Puente Alto,Puente Alto,15.0,validado,buena,2,2,15.0,43.57,buena
2023-02-16,Puente Alto,Puente Alto,17.0,validado,buena,2,3,15.0,36.86,buena
2023-02-17,Puente Alto,Puente Alto,15.0,validado,buena,2,4,17.0,28.14,buena
2023-02-18,Puente Alto,Puente Alto,15.0,validado,buena,2,5,15.0,22.0,buena
2023-02-19,Puente Alto,Puente Alto,11.0,validado,buena,2,6,15.0,17.57,buena
2023-02-20,Puente Alto,Puente Alto,14.0,validado,buena,2,0,11.0,14.14,buena
2023-02-21,Puente Alto,Puente Alto,22.0,validado,buena,2,1,14.0,14.57,regular
2023-02-22,Puente Alto,Puente Alto,26.0,validado,regular,2,2,22.0,15.57,buena
2023-02-23,Puente Alto,Puente Alto,21.0,validado,buena,2,3,26.0,17.14,buena
2023-02-24,Puente Alto,Puente Alto,18.0,validado,buena,2,4,21.0,17.71,buena
2023-02-25,Puente Alto,Puente Alto,16.0,validado,buena,2,5,18.0,18.14,buena
2023-02-26,Puente Alto,Puente Alto,15.0,validado,buena,2,6,16.0,18.29,buena
2023-02-27,Puente Alto,Puente Alto,14.0,validado,buena,2,0,15.0,18.86,buena
2023-02-28,Puente Alto,Puente Alto,15.0,validado,buena,2,1,14.0,18.86,buena
2023-03-01,Puente Alto,Puente Alto,16.0,validado,buena,3,2,15.0,17.86,buena
2023-03-02,Puente Alto,Puente Alto,14.0,validado,buena,3,3,16.0,16.43,buena
2023-03-03,Puente Alto,Puente Alto,17.0,validado,buena,3,4,14.0,15.43,buena
2023-03-04,Puente Alto,Puente Alto,18.0,validado,buena,3,5,17.0,15.29,buena
2023-03-05,Puente Alto,Puente Alto,14.0,validado,buena,3,6,18.0,15.57,buena
2023-03-06,Puente Alto,Puente Alto,15.0,validado,buena,3,0,14.0,15.43,buena
2023-03-07,Puente Alto,Puente Alto,13.0,validado,buena,3,1,15.0,15.57,buena
2023-03-08,Puente Alto,Puente Alto,10.0,validado,buena,3,2,13.0,15.29,buena
2023-03-09,Puente Alto,Puente Alto,12.0,validado,buena,3,3,10.0,14.43,buena
2023-03-10,Puente Alto,Puente Alto,11.0,validado,buena,3,4,12.0,14.14,buena
2023-03-11,Puente Alto,Puente Alto,12.0,validado,buena,3,5,11.0,13.29,buena
2023-03-12,Puente Alto,Puente Alto,9.0,validado,buena,3,6,12.0,12.43,buena
2023-03-18,Puente Alto,Puente Alto,16.0,validado,buena,3,5,9.0,11.71,buena
2023-03-19,Puente Alto,Puente Alto,10.0,validado,buena,3,6,16.0,11.86,buena
2023-03-20,Puente Alto,Puente Alto,13.0,validado,buena,3,0,10.0,11.43,buena
2023-03-21,Puente Alto,Puente Alto,15.0,validado,buena,3,1,13.0,11.86,buena
2023-03-22,Puente Alto,Puente Alto,16.0,validado,buena,3,2,15.0,12.29,buena
2023-03-23,Puente Alto,Puente Alto,18.0,validado,buena,3,3,16.0,13.0,buena
2023-03-24,Puente Alto,Puente Alto,18.0,validado,buena,3,4,18.0,13.86,buena
2023-03-25,Puente Alto,Puente Alto,21.0,validado,buena,3,5,18.0,15.14,buena
2023-03-26,Puente Alto,Puente Alto,16.0,validado,buena,3,6,21.0,15.86,buena
2023-03-27,Puente Alto,Puente Alto,22.0,validado,buena,3,0,16.0,16.71,buena
2023-03-28,Puente Alto,Puente Alto,22.0,validado,buena,3,1,22.0,18.0,buena
2023-03-29,Puente Alto,Puente Alto,16.0,validado,buena,3,2,22.0,19.0,buena
2023-03-30,Puente Alto,Puente Alto,17.0,validado,buena,3,3,16.0,19.0,buena
2023-03-31,Puente Alto,Puente Alto,17.0,validado,buena,3,4,17.0,18.86,buena
2023-04-01,Puente Alto,Puente Alto,14.0,validado,buena,4,5,17.0,18.71,buena
2023-04-02,Puente Alto,Puente Alto,14.0,validado,buena,4,6,14.0,17.71,buena
2023-04-03,Puente Alto,Puente Alto,14.0,validado,buena,4,0,14.0,17.43,buena
2023-04-04,Puente Alto,Puente Alto,15.0,validado,buena,4,1,14.0,16.29,buena
2023-04-05,Puente Alto,Puente Alto,14.0,validado,buena,4,2,15.0,15.29,buena
2023-04-06,Puente Alto,Puente Alto,19.0,validado,buena,4,3,14.0,15.0,buena
2023-04-07,Puente Alto,Puente Alto,13.0,validado,buena,4,4,19.0,15.29,buena
2023-04-08,Puente Alto,Puente Alto,13.0,validado,buena,4,5,13.0,14.71,buena
2023-04-09,Puente Alto,Puente Alto,15.0,validado,buena,4,6,13.0,14.57,buena
2023-04-10,Puente Alto,Puente Alto,17.0,validado,buena,4,0,15.0,14.71,buena
2023-04-11,Puente Alto,Puente Alto,13.0,validado,buena,4,1,17.0,15.14,buena
2023-04-12,Puente Alto,Puente Alto,11.0,validado,buena,4,2,13.0,14.86,buena
2023-04-13,Puente Alto,Puente Alto,11.0,validado,buena,4,3,11.0,14.43,buena
2023-04-14,Puente Alto,Puente Alto,15.0,validado,buena,4,4,11.0,13.29,buena
2023-04-15,Puente Alto,Puente Alto,19.0,validado,buena,4,5,15.0,13.57,buena
2023-04-16,Puente Alto,Puente Alto,19.0,validado,buena,4,6,19.0,14.43,buena
2023-04-17,Puente Alto,Puente Alto,17.0,validado,buena,4,0,19.0,15.0,buena
2023-04-18,Puente Alto,Puente Alto,19.0,validado,buena,4,1,17.0,15.0,buena
2023-04-19,Puente Alto,Puente Alto,16.0,validado,buena,4,2,19.0,15.86,buena
2023-04-20,Puente Alto,Puente Alto,12.0,validado,buena,4,3,16.0,16.57,buena
2023-04-21,Puente Alto,Puente Alto,17.0,validado,buena,4,4,12.0,16.71,buena
2023-04-22,Puente Alto,Puente Alto,20.0,validado,buena,4,5,17.0,17.0,buena
2023-04-23,Puente Alto,Puente Alto,18.0,validado,buena,4,6,20.0,17.14,buena
2023-04-24,Puente Alto,Puente Alto,22.0,validado,buena,4,0,18.0,17.0,buena
2023-04-25,Puente Alto,Puente Alto,20.0,validado,buena,4,1,22.0,17.71,regular
2023-04-26,Puente Alto,Puente Alto,28.0,validado,regular,4,2,20.0,17.86,regular
2023-04-27,Puente Alto,Puente Alto,43.0,validado,regular,4,3,28.0,19.57,regular
2023-04-28,Puente Alto,Puente Alto,33.0,validado,regular,4,4,43.0,24.0,buena
2023-04-29,Puente Alto,Puente Alto,10.0,validado,buena,4,5,33.0,26.29,buena
2023-04-30,Puente Alto,Puente Alto,9.0,validado,buena,4,6,10.0,24.86,buena
2023-05-01,Puente Alto,Puente Alto,12.0,validado,buena,5,0,9.0,23.57,buena
2023-05-02,Puente Alto,Puente Alto,22.0,validado,buena,5,1,12.0,22.14,regular
2023-05-03,Puente Alto,Puente Alto,27.0,validado,regular,5,2,22.0,22.43,regular
2023-05-04,Puente Alto,Puente Alto,35.0,validado,regular,5,3,27.0,22.29,mala
2023-05-05,Puente Alto,Puente Alto,51.0,validado,mala,5,4,35.0,21.14,mala
2023-05-06,Puente Alto,Puente Alto,58.0,validado,mala,5,5,51.0,23.71,regular
2023-05-07,Puente Alto,Puente Alto,49.0,validado,regular,5,6,58.0,30.57,regular
2023-05-08,Puente Alto,Puente Alto,39.0,validado,regular,5,0,49.0,36.29,buena
2023-05-09,Puente Alto,Puente Alto,24.0,validado,buena,5,1,39.0,40.14,buena
2023-05-10,Puente Alto,Puente Alto,24.0,validado,buena,5,2,24.0,40.43,buena
2023-05-11,Puente Alto,Puente Alto,24.0,validado,buena,5,3,24.0,40.0,buena
2023-05-12,Puente Alto,Puente Alto,18.0,validado,buena,5,4,24.0,38.43,regular
2023-05-13,Puente Alto,Puente Alto,29.0,validado,regular,5,5,18.0,33.71,regular
2023-05-14,Puente Alto,Puente Alto,33.0,validado,regular,5,6,29.0,29.57,regular
2023-05-15,Puente Alto,Puente Alto,33.0,validado,regular,5,0,33.0,27.29,regular
2023-05-16,Puente Alto,Puente Alto,31.0,validado,regular,5,1,33.0,26.43,buena
2023-05-17,Puente Alto,Puente Alto,11.0,validado,buena,5,2,31.0,27.43,buena
2023-05-18,Puente Alto,Puente Alto,17.0,validado,buena,5,3,11.0,25.57,regular
2023-05-19,Puente Alto,Puente Alto,27.0,validado,regular,5,4,17.0,24.57,regular
2023-05-20,Puente Alto,Puente Alto,37.0,validado,regular,5,5,27.0,25.86,regular
2023-05-21,Puente Alto,Puente Alto,48.0,validado,regular,5,6,37.0,27.0,buena
2023-05-22,Puente Alto,Puente Alto,20.0,validado,buena,5,0,48.0,29.14,buena
2023-05-23,Puente Alto,Puente Alto,22.0,validado,buena,5,1,20.0,27.29,buena
2023-05-24,Puente Alto,Puente Alto,19.0,validado,buena,5,2,22.0,26.0,regular
2023-05-25,Puente Alto,Puente Alto,26.0,validado,regular,5,3,19.0,27.14,buena
2023-05-26,Puente Alto,Puente Alto,19.0,validado,buena,5,4,26.0,28.43,regular
2023-05-27,Puente Alto,Puente Alto,36.0,validado,regular,5,5,19.0,27.29,regular
2023-05-28,Puente Alto,Puente Alto,47.0,validado,regular,5,6,36.0,27.14,regular
2023-05-29,Puente Alto,Puente Alto,47.0,validado,regular,5,0,47.0,27.0,regular
2023-05-30,Puente Alto,Puente Alto,49.0,validado,regular,5,1,47.0,30.86,regular
2023-05-31,Puente Alto,Puente Alto,39.0,validado,regular,5,2,49.0,34.71,regular
2023-06-01,Puente Alto,Puente Alto,36.0,validado,regular,6,3,39.0,37.57,regular
2023-06-02,Puente Alto,Puente Alto,26.0,validado,regular,6,4,36.0,39.0,regular
2023-06-03,Puente Alto,Puente Alto,33.0,validado,regular,6,5,26.0,40.0,regular
2023-06-04,Puente Alto,Puente Alto,31.0,validado,regular,6,6,33.0,39.57,regular
2023-06-05,Puente Alto,Puente Alto,27.0,validado,regular,6,0,31.0,37.29,regular
2023-06-06,Puente Alto,Puente Alto,34.0,validado,regular,6,1,27.0,34.43,regular
2023-06-07,Puente Alto,Puente Alto,38.0,validado,regular,6,2,34.0,32.29,buena
2023-06-08,Puente Alto,Puente Alto,24.0,validado,buena,6,3,38.0,32.14,buena
2023-06-09,Puente Alto,Puente Alto,7.0,validado,buena,6,4,24.0,30.43,buena
2023-06-10,Puente Alto,Puente Alto,18.0,validado,buena,6,5,7.0,27.71,regular
2023-06-11,Puente Alto,Puente Alto,32.0,validado,regular,6,6,18.0,25.57,regular
2023-06-12,Puente Alto,Puente Alto,38.0,validado,regular,6,0,32.0,25.71,regular
2023-06-13,Puente Alto,Puente Alto,38.0,validado,regular,6,1,38.0,27.29,regular
2023-06-14,Puente Alto,Puente Alto,33.0,validado,regular,6,2,38.0,27.86,regular
2023-06-15,Puente Alto,Puente Alto,28.0,validado,regular,6,3,33.0,27.14,regular
2023-06-16,Puente Alto,Puente Alto,31.0,validado,regular,6,4,28.0,27.71,regular
2023-06-17,Puente Alto,Puente Alto,32.0,validado,regular,6,5,31.0,31.14,regular
2023-06-18,Puente Alto,Puente Alto,31.0,validado,regular,6,6,32.0,33.14,regular
2023-06-19,Puente Alto,Puente Alto,30.0,validado,regular,6,0,31.0,33.0,regular
2023-06-20,Puente Alto,Puente Alto,33.0,validado,regular,6,1,30.0,31.86,buena
2023-06-21,Puente Alto,Puente Alto,23.0,validado,buena,6,2,33.0,31.14,buena
2023-06-22,Puente Alto,Puente Alto,9.0,validado,buena,6,3,23.0,29.71,buena
2023-06-23,Puente Alto,Puente Alto,9.0,validado,buena,6,4,9.0,27.0,buena
2023-06-24,Puente Alto,Puente Alto,16.0,validado,buena,6,5,9.0,23.86,buena
2023-06-25,Puente Alto,Puente Alto,20.0,validado,buena,6,6,16.0,21.57,buena
2023-06-26,Puente Alto,Puente Alto,17.0,validado,buena,6,0,20.0,20.0,buena
2023-06-27,Puente Alto,Puente Alto,18.0,validado,buena,6,1,17.0,18.14,regular
2023-06-28,Puente Alto,Puente Alto,42.0,validado,regular,6,2,18.0,16.0,buena
2023-06-29,Puente Alto,Puente Alto,23.0,validado,buena,6,3,42.0,18.71,buena
2023-06-30,Puente Alto,Puente Alto,23.0,validado,buena,6,4,23.0,20.71,regular
2023-07-01,Puente Alto,Puente Alto,35.0,validado,regular,7,5,23.0,22.71,regular
2023-07-02,Puente Alto,Puente Alto,38.0,validado,regular,7,6,35.0,25.43,regular
2023-07-03,Puente Alto,Puente Alto,30.0,validado,regular,7,0,38.0,28.0,buena
2023-07-04,Puente Alto,Puente Alto,15.0,validado,buena,7,1,30.0,29.86,buena
2023-07-05,Puente Alto,Puente Alto,16.0,validado,buena,7,2,15.0,29.43,regular
2023-07-06,Puente Alto,Puente Alto,28.0,validado,regular,7,3,16.0,25.71,regular
2023-07-07,Puente Alto,Puente Alto,35.0,validado,regular,7,4,28.0,26.43,regular
2023-07-08,Puente Alto,Puente Alto,31.0,validado,regular,7,5,35.0,28.14,buena
2023-07-09,Puente Alto,Puente Alto,24.0,validado,buena,7,6,31.0,27.57,buena
2023-07-10,Puente Alto,Puente Alto,21.0,validado,buena,7,0,24.0,25.57,regular
2023-07-11,Puente Alto,Puente Alto,27.0,validado,regular,7,1,21.0,24.29,buena
2023-07-12,Puente Alto,Puente Alto,5.0,validado,buena,7,2,27.0,26.0,buena
2023-07-13,Puente Alto,Puente Alto,20.0,validado,buena,7,3,5.0,24.43,regular
2023-07-14,Puente Alto,Puente Alto,34.0,validado,regular,7,4,20.0,23.29,mala
2023-07-15,Puente Alto,Puente Alto,51.0,validado,mala,7,5,34.0,23.14,regular
2023-07-16,Puente Alto,Puente Alto,47.0,validado,regular,7,6,51.0,26.0,regular
2023-07-17,Puente Alto,Puente Alto,42.0,validado,regular,7,0,47.0,29.29,regular
2023-07-18,Puente Alto,Puente Alto,42.0,validado,regular,7,1,42.0,32.29,regular
2023-07-19,Puente Alto,Puente Alto,34.0,validado,regular,7,2,42.0,34.43,regular
2023-07-20,Puente Alto,Puente Alto,34.0,validado,regular,7,3,34.0,38.57,buena
2023-07-21,Puente Alto,Puente Alto,24.0,validado,buena,7,4,34.0,40.57,buena
2023-07-22,Puente Alto,Puente Alto,8.0,validado,buena,7,5,24.0,39.14,regular
2023-07-23,Puente Alto,Puente Alto,27.0,validado,regular,7,6,8.0,33.0,regular
2023-07-24,Puente Alto,Puente Alto,31.0,validado,regular,7,0,27.0,30.14,buena
2023-07-25,Puente Alto,Puente Alto,21.0,validado,buena,7,1,31.0,28.57,regular
2023-07-26,Puente Alto,Puente Alto,29.0,validado,regular,7,2,21.0,25.57,regular
2023-07-27,Puente Alto,Puente Alto,42.0,validado,regular,7,3,29.0,24.86,mala
2023-07-28,Puente Alto,Puente Alto,51.0,validado,mala,7,4,42.0,26.0,regular
2023-07-29,Puente Alto,Puente Alto,34.0,validado,regular,7,5,51.0,29.86,regular
2023-07-30,Puente Alto,Puente Alto,36.0,validado,regular,7,6,34.0,33.57,regular
2023-07-31,Puente Alto,Puente Alto,40.0,validado,regular,7,0,36.0,34.86,regular
2023-08-01,Puente Alto,Puente Alto,28.0,validado,regular,8,1,40.0,36.14,regular
2023-08-02,Puente Alto,Puente Alto,32.0,validado,regular,8,2,28.0,37.14,regular
2023-08-03,Puente Alto,Puente Alto,27.0,validado,regular,8,3,32.0,37.57,regular
2023-08-04,Puente Alto,Puente Alto,32.0,validado,regular,8,4,27.0,35.43,regular
2023-08-05,Puente Alto,Puente Alto,28.0,validado,regular,8,5,32.0,32.71,regular
2023-08-06,Puente Alto,Puente Alto,26.0,validado,regular,8,6,28.0,31.86,regular
2023-08-07,Puente Alto,Puente Alto,35.0,validado,regular,8,0,26.0,30.43,regular
2023-08-08,Puente Alto,Puente Alto,43.0,validado,regular,8,1,35.0,29.71,mala
2023-08-09,Puente Alto,Puente Alto,52.0,validado,mala,8,2,43.0,31.86,buena
2023-08-10,Puente Alto,Puente Alto,7.0,validado,buena,8,3,52.0,34.71,buena
2023-08-11,Puente Alto,Puente Alto,21.0,validado,buena,8,4,7.0,31.86,regular
2023-08-12,Puente Alto,Puente Alto,35.0,validado,regular,8,5,21.0,30.29,buena
2023-08-13,Puente Alto,Puente Alto,25.0,validado,buena,8,6,35.0,31.29,buena
2023-08-14,Puente Alto,Puente Alto,19.0,validado,buena,8,0,25.0,31.14,buena
2023-08-15,Puente Alto,Puente Alto,19.0,validado,buena,8,1,19.0,28.86,buena
2023-08-16,Puente Alto,Puente Alto,13.0,validado,buena,8,2,19.0,25.43,buena
2023-08-17,Puente Alto,Puente Alto,12.0,validado,buena,8,3,13.0,19.86,buena
2023-08-18,Puente Alto,Puente Alto,20.0,validado,buena,8,4,12.0,20.57,buena
2023-08-19,Puente Alto,Puente Alto,14.0,validado,buena,8,5,20.0,20.43,buena
2023-08-20,Puente Alto,Puente Alto,7.0,validado,buena,8,6,14.0,17.43,buena
2023-08-21,Puente Alto,Puente Alto,10.0,validado,buena,8,0,7.0,14.86,buena
2023-08-22,Puente Alto,Puente Alto,4.0,validado,buena,8,1,10.0,13.57,buena
2023-08-23,Puente Alto,Puente Alto,2.0,validado,buena,8,2,4.0,11.43,buena
2023-08-24,Puente Alto,Puente Alto,12.0,validado,buena,8,3,2.0,9.86,buena
2023-08-26,Puente Alto,Puente Alto,20.0,validado,buena,8,5,12.0,9.86,buena
2023-08-27,Puente Alto,Puente Alto,21.0,validado,buena,8,6,20.0,9.86,buena
2023-08-28,Puente Alto,Puente Alto,17.0,validado,buena,8,0,21.0,10.86,buena
2023-08-29,Puente Alto,Puente Alto,14.0,validado,buena,8,1,17.0,12.29,buena
2023-08-30,Puente Alto,Puente Alto,16.0,validado,buena,8,2,14.0,12.86,buena
2023-08-31,Puente Alto,Puente Alto,21.0,validado,buena,8,3,16.0,14.57,regular
2023-09-01,Puente Alto,Puente Alto,26.0,validado,regular,9,4,21.0,17.29,buena
2023-09-02,Puente Alto,Puente Alto,21.0,validado,buena,9,5,26.0,19.29,buena
2023-09-03,Puente Alto,Puente Alto,20.0,validado,buena,9,6,21.0,19.43,buena
2023-09-04,Puente Alto,Puente Alto,16.0,validado,buena,9,0,20.0,19.29,regular
2023-09-05,Puente Alto,Puente Alto,39.0,validado,regular,9,1,16.0,19.14,buena
2023-09-06,Puente Alto,Puente Alto,12.0,validado,buena,9,2,39.0,22.71,buena
2023-09-07,Puente Alto,Puente Alto,11.0,validado,buena,9,3,12.0,22.14,buena
2023-09-08,Puente Alto,Puente Alto,20.0,validado,buena,9,4,11.0,20.71,regular
2023-09-09,Puente Alto,Puente Alto,28.0,validado,regular,9,5,20.0,19.86,regular
2023-09-10,Puente Alto,Puente Alto,36.0,validado,regular,9,6,28.0,20.86,buena
2023-09-11,Puente Alto,Puente Alto,5.0,validado,buena,9,0,36.0,23.14,buena
2023-09-12,Puente Alto,Puente Alto,14.0,validado,buena,9,1,5.0,21.57,buena
