fecha,estacion,comuna,mp25,estado_registro,nivel_calidad_aire,mes,dia_semana,mp25_dia_anterior,mp25_promedio_7d,temperatura_max,temperatura_min,temperatura_promedio,humedad_relativa,velocidad_viento,precipitacion,nivel_calidad_aire_dia_siguiente
2022-07-29,Puente Alto,Puente Alto,37.0,validado,regular,7,4,36.0,34.57,21.7,6.4,12.1,46,9.9,0.0,regular
2022-07-30,Puente Alto,Puente Alto,38.0,validado,regular,7,5,37.0,34.86,14.6,7.5,10.9,61,8.2,0.4,regular
2022-07-31,Puente Alto,Puente Alto,50.0,validado,regular,7,6,38.0,34.71,16.1,4.2,10.1,68,6.9,0.0,regular
2022-08-01,Puente Alto,Puente Alto,48.0,validado,regular,8,0,50.0,35.57,13.2,6.9,9.6,72,6.6,0.0,mala
2022-08-02,Puente Alto,Puente Alto,52.0,validado,mala,8,1,48.0,37.71,13.4,4.0,8.8,78,6.5,0.0,regular
2022-08-03,Puente Alto,Puente Alto,40.0,validado,regular,8,2,52.0,41.43,13.1,4.1,7.7,76,10.8,0.0,regular
2022-08-04,Puente Alto,Puente Alto,32.0,validado,regular,8,3,40.0,43.0,13.7,3.4,8.5,80,7.2,0.0,regular
2022-08-05,Puente Alto,Puente Alto,34.0,validado,regular,8,4,32.0,42.43,13.6,4.2,8.9,68,6.6,0.0,regular
2022-08-06,Puente Alto,Puente Alto,32.0,validado,regular,8,5,34.0,42.0,9.4,6.3,7.8,88,7.1,19.9,buena
2022-08-07,Puente Alto,Puente Alto,8.0,validado,buena,8,6,32.0,41.14,10.2,2.9,6.2,80,7.6,8.2,buena
2022-08-08,Puente Alto,Puente Alto,19.0,validado,buena,8,0,8.0,35.14,13.6,-1.9,5.0,63,6.8,0.0,buena
2022-08-09,Puente Alto,Puente Alto,25.0,validado,buena,8,1,19.0,31.0,21.7,-0.9,8.8,48,8.6,0.0,buena
2022-08-10,Puente Alto,Puente Alto,19.0,validado,buena,8,2,25.0,27.14,16.9,7.0,11.4,52,7.1,0.0,regular
2022-08-11,Puente Alto,Puente Alto,33.0,validado,regular,8,3,19.0,24.14,17.3,5.5,9.8,60,10.1,0.3,regular
2022-08-12,Puente Alto,Puente Alto,26.0,validado,regular,8,4,33.0,24.29,12.6,5.1,8.3,83,10.5,0.2,regular
2022-08-13,Puente Alto,Puente Alto,34.0,validado,regular,8,5,26.0,23.14,16.0,4.1,9.4,61,7.2,0.0,buena
2022-08-14,Puente Alto,Puente Alto,22.0,validado,buena,8,6,34.0,23.43,11.1,4.8,8.0,82,11.7,23.7,buena
2022-08-15,Puente Alto,Puente Alto,7.0,validado,buena,8,0,22.0,25.43,11.2,4.6,7.6,77,11.5,4.1,regular
2022-08-16,Puente Alto,Puente Alto,27.0,validado,regular,8,1,7.0,23.71,10.8,6.0,7.9,83,12.4,37.4,regular
2022-08-19,Puente Alto,Puente Alto,34.0,validado,regular,8,4,27.0,24.0,24.4,5.1,13.1,47,7.3,0.0,regular
2022-08-20,Puente Alto,Puente Alto,27.0,validado,regular,8,5,34.0,26.14,22.4,7.3,14.1,47,6.6,0.0,regular
2022-08-21,Puente Alto,Puente Alto,39.0,validado,regular,8,6,27.0,25.29,20.4,8.6,13.7,54,9.1,0.0,regular
2022-08-22,Puente Alto,Puente Alto,31.0,validado,regular,8,0,39.0,27.14,16.1,8.6,12.0,63,7.6,0.0,regular
2022-08-23,Puente Alto,Puente Alto,49.0,validado,regular,8,1,31.0,26.71,18.4,7.7,12.7,66,8.6,0.0,regular
2022-08-24,Puente Alto,Puente Alto,50.0,validado,regular,8,2,49.0,30.57,19.8,9.5,13.7,61,6.9,0.0,regular
2022-08-25,Puente Alto,Puente Alto,43.0,validado,regular,8,3,50.0,36.71,20.6,7.0,13.3,53,6.9,0.0,regular
2022-08-26,Puente Alto,Puente Alto,38.0,validado,regular,8,4,43.0,39.0,17.2,8.5,12.0,62,7.2,0.6,regular
2022-08-27,Puente Alto,Puente Alto,41.0,validado,regular,8,5,38.0,39.57,17.4,8.2,12.2,79,7.6,0.0,regular
2022-08-28,Puente Alto,Puente Alto,28.0,validado,regular,8,6,41.0,41.57,27.5,4.7,14.3,37,16.6,0.0,buena
2022-08-29,Puente Alto,Puente Alto,23.0,validado,buena,8,0,28.0,40.0,22.0,5.3,12.7,53,15.1,0.0,buena
2022-08-30,Puente Alto,Puente Alto,25.0,validado,buena,8,1,23.0,38.86,15.9,7.7,11.8,65,8.0,0.0,buena
2022-08-31,Puente Alto,Puente Alto,24.0,validado,buena,8,2,25.0,35.43,11.0,7.5,8.9,93,8.1,0.3,regular
2022-09-01,Puente Alto,Puente Alto,30.0,validado,regular,9,3,24.0,31.71,12.2,6.7,8.7,90,7.0,1.3,regular
2022-09-02,Puente Alto,Puente Alto,40.0,validado,regular,9,4,30.0,29.86,19.7,2.2,11.3,56,8.3,0.0,regular
2022-09-03,Puente Alto,Puente Alto,29.0,validado,regular,9,5,40.0,30.14,21.1,6.4,13.0,44,7.6,0.0,regular
2022-09-04,Puente Alto,Puente Alto,26.0,validado,regular,9,6,29.0,28.43,22.3,6.5,13.9,40,8.3,0.0,regular
2022-09-05,Puente Alto,Puente Alto,27.0,validado,regular,9,0,26.0,28.14,24.2,7.2,15.0,41,7.9,0.0,regular
2022-09-06,Puente Alto,Puente Alto,30.0,validado,regular,9,1,27.0,28.71,22.0,9.4,14.1,58,9.1,0.0,buena
2022-09-07,Puente Alto,Puente Alto,11.0,validado,buena,9,2,30.0,29.43,12.8,5.6,8.2,86,9.1,2.0,buena
2022-09-08,Puente Alto,Puente Alto,9.0,validado,buena,9,3,11.0,27.57,9.1,2.1,5.9,83,6.5,6.2,buena
2022-09-09,Puente Alto,Puente Alto,23.0,validado,buena,9,4,9.0,24.57,16.6,-0.5,8.1,66,7.3,0.0,regular
2022-09-10,Puente Alto,Puente Alto,26.0,validado,regular,9,5,23.0,22.14,16.2,4.2,10.1,61,8.7,0.1,buena
2022-09-11,Puente Alto,Puente Alto,12.0,validado,buena,9,6,26.0,21.71,11.9,6.9,8.7,87,7.7,0.9,buena
2022-09-12,Puente Alto,Puente Alto,18.0,validado,buena,9,0,12.0,19.71,14.7,3.2,8.8,72,9.1,0.0,buena
2022-09-13,Puente Alto,Puente Alto,19.0,validado,buena,9,1,18.0,18.43,14.6,6.6,9.6,82,8.7,0.1,buena
2022-09-14,Puente Alto,Puente Alto,22.0,validado,buena,9,2,19.0,16.86,19.2,3.6,11.7,53,7.2,0.0,regular
2022-09-15,Puente Alto,Puente Alto,28.0,validado,regular,9,3,22.0,18.43,20.9,7.5,13.6,58,7.3,0.0,regular
2022-09-16,Puente Alto,Puente Alto,29.0,validado,regular,9,4,28.0,21.14,14.5,8.0,11.0,83,9.4,0.0,buena
2022-09-17,Puente Alto,Puente Alto,16.0,validado,buena,9,5,29.0,22.0,12.0,6.0,8.7,92,7.3,8.8,buena
2022-09-18,Puente Alto,Puente Alto,11.0,validado,buena,9,6,16.0,20.57,11.0,7.0,8.5,90,7.9,13.1,buena
2022-09-19,Puente Alto,Puente Alto,16.0,validado,buena,9,0,11.0,20.43,13.3,3.7,8.9,85,7.6,0.0,buena
2022-09-20,Puente Alto,Puente Alto,9.0,validado,buena,9,1,16.0,20.14,8.3,4.7,6.7,88,10.1,15.7,buena
2022-09-21,Puente Alto,Puente Alto,9.0,validado,buena,9,2,9.0,18.71,12.5,2.2,7.3,68,10.0,0.3,buena
2022-09-22,Puente Alto,Puente Alto,11.0,validado,buena,9,3,9.0,16.86,18.1,1.0,9.6,54,7.1,0.0,buena
2022-09-23,Puente Alto,Puente Alto,20.0,validado,buena,9,4,11.0,14.43,17.4,8.1,12.3,65,7.2,0.0,buena
2022-09-24,Puente Alto,Puente Alto,17.0,validado,buena,9,5,20.0,13.14,10.6,6.9,8.9,88,13.9,84.0,buena
2022-09-25,Puente Alto,Puente Alto,13.0,validado,buena,9,6,17.0,13.29,15.4,3.7,9.8,78,7.6,0.0,buena
2022-09-26,Puente Alto,Puente Alto,22.0,validado,buena,9,0,13.0,13.57,15.3,5.9,10.3,71,6.9,0.0,buena
2022-09-27,Puente Alto,Puente Alto,16.0,validado,buena,9,1,22.0,14.43,18.3,6.3,12.7,70,6.8,0.0,buena
2022-09-28,Puente Alto,Puente Alto,17.0,validado,buena,9,2,16.0,15.43,18.4,7.5,12.7,67,8.3,0.0,buena
2022-09-29,Puente Alto,Puente Alto,21.0,validado,buena,9,3,17.0,16.57,19.0,7.6,13.2,74,8.0,0.0,regular
2022-09-30,Puente Alto,Puente Alto,26.0,validado,regular,9,4,21.0,18.0,21.8,7.6,14.5,61,6.9,0.0,regular
2022-10-01,Puente Alto,Puente Alto,26.0,validado,regular,10,5,26.0,18.86,21.1,10.6,15.1,61,7.5,0.0,buena
2022-10-02,Puente Alto,Puente Alto,22.0,validado,buena,10,6,26.0,20.14,21.5,7.4,14.9,60,7.6,0.0,buena
2022-10-03,Puente Alto,Puente Alto,12.0,validado,buena,10,0,22.0,21.43,14.1,7.5,11.0,89,10.5,0.0,buena
2022-10-04,Puente Alto,Puente Alto,13.0,validado,buena,10,1,12.0,20.0,13.5,6.7,10.0,83,9.7,0.0,buena
2022-10-05,Puente Alto,Puente Alto,12.0,validado,buena,10,2,13.0,19.57,14.8,7.6,10.6,81,8.5,8.0,buena
2022-10-06,Puente Alto,Puente Alto,13.0,validado,buena,10,3,12.0,18.86,18.9,8.1,13.4,73,10.1,0.0,buena
2022-10-07,Puente Alto,Puente Alto,11.0,validado,buena,10,4,13.0,17.71,21.4,9.3,14.7,67,17.2,13.6,buena
2022-10-08,Puente Alto,Puente Alto,8.0,validado,buena,10,5,11.0,15.57,17.5,8.8,12.9,76,8.0,9.6,buena
2022-10-09,Puente Alto,Puente Alto,10.0,validado,buena,10,6,8.0,13.0,21.5,3.9,13.3,51,9.5,0.0,buena
2022-10-10,Puente Alto,Puente Alto,9.0,validado,buena,10,0,10.0,11.29,18.3,7.2,12.2,65,8.8,0.0,buena
2022-10-11,Puente Alto,Puente Alto,15.0,validado,buena,10,1,9.0,10.86,18.7,5.8,12.3,74,12.2,0.0,buena
2022-10-12,Puente Alto,Puente Alto,18.0,validado,buena,10,2,15.0,11.14,19.9,6.7,13.9,69,11.5,0.0,buena
2022-10-13,Puente Alto,Puente Alto,13.0,validado,buena,10,3,18.0,12.0,20.7,7.8,14.6,61,10.4,0.0,buena
2022-10-14,Puente Alto,Puente Alto,14.0,validado,buena,10,4,13.0,12.0,22.4,8.0,16.0,54,9.9,0.0,buena
2022-10-15,Puente Alto,Puente Alto,16.0,validado,buena,10,5,14.0,12.43,24.1,9.1,16.5,52,7.4,0.0,buena
2022-10-16,Puente Alto,Puente Alto,12.0,validado,buena,10,6,16.0,13.57,22.5,10.3,16.1,60,8.8,0.0,buena
2022-10-17,Puente Alto,Puente Alto,9.0,validado,buena,10,0,12.0,13.86,18.3,7.8,12.9,77,9.7,0.0,buena
2022-10-18,Puente Alto,Puente Alto,8.0,validado,buena,10,1,9.0,13.86,18.8,7.7,12.1,77,10.8,0.0,buena
2022-10-19,Puente Alto,Puente Alto,8.0,validado,buena,10,2,8.0,12.86,17.6,6.6,12.2,75,8.9,0.4,buena
2022-10-20,Puente Alto,Puente Alto,10.0,validado,buena,10,3,8.0,11.43,22.1,6.0,15.3,53,7.6,0.0,buena
2022-10-21,Puente Alto,Puente Alto,11.0,validado,buena,10,4,10.0,11.0,22.2,9.6,15.9,55,8.4,0.0,buena
2022-10-22,Puente Alto,Puente Alto,10.0,validado,buena,10,5,11.0,10.57,23.9,9.3,16.1,60,9.2,0.0,buena
2022-10-23,Puente Alto,Puente Alto,10.0,validado,buena,10,6,10.0,9.71,21.3,11.4,15.6,63,8.9,0.0,buena
2022-10-24,Puente Alto,Puente Alto,10.0,validado,buena,10,0,10.0,9.43,23.3,10.5,16.4,61,7.9,0.0,buena
2022-10-25,Puente Alto,Puente Alto,7.0,validado,buena,10,1,10.0,9.57,19.2,9.1,13.0,71,15.9,0.5,buena
2022-10-26,Puente Alto,Puente Alto,8.0,validado,buena,10,2,7.0,9.43,22.1,7.3,14.9,64,10.2,0.0,buena
2022-10-27,Puente Alto,Puente Alto,9.0,validado,buena,10,3,8.0,9.43,23.9,9.3,16.1,52,12.0,0.0,buena
2022-10-28,Puente Alto,Puente Alto,14.0,validado,buena,10,4,9.0,9.29,20.4,10.3,15.0,65,7.9,0.0,buena
2022-10-29,Puente Alto,Puente Alto,13.0,validado,buena,10,5,14.0,9.71,24.3,11.3,17.1,63,10.9,0.0,buena
2022-10-30,Puente Alto,Puente Alto,5.0,validado,buena,10,6,13.0,10.14,17.0,9.5,12.3,75,10.5,0.0,buena
2022-10-31,Puente Alto,Puente Alto,10.0,validado,buena,10,0,5.0,9.43,26.4,6.9,16.6,32,18.0,0.0,buena
2022-11-01,Puente Alto,Puente Alto,9.0,validado,buena,11,1,10.0,9.43,28.9,12.0,19.9,25,15.5,0.0,buena
2022-11-02,Puente Alto,Puente Alto,13.0,validado,buena,11,2,9.0,9.71,26.4,10.8,18.4,41,7.8,0.0,buena
2022-11-03,Puente Alto,Puente Alto,15.0,validado,buena,11,3,13.0,10.43,24.1,10.4,16.9,61,10.7,0.0,buena
2022-11-04,Puente Alto,Puente Alto,19.0,validado,buena,11,4,15.0,11.29,22.1,9.3,15.2,72,10.4,0.0,buena
2022-11-05,Puente Alto,Puente Alto,13.0,validado,buena,11,5,19.0,12.0,23.2,8.4,15.2,75,8.5,0.0,buena
2022-11-06,Puente Alto,Puente Alto,16.0,validado,buena,11,6,13.0,12.0,23.8,11.0,16.5,70,8.2,0.0,buena
2022-11-07,Puente Alto,Puente Alto,16.0,validado,buena,11,0,16.0,13.57,26.6,12.6,18.9,67,10.4,0.1,buena
2022-11-08,Puente Alto,Puente Alto,16.0,validado,buena,11,1,16.0,14.43,19.8,11.7,15.2,81,10.2,0.0,buena
2022-11-09,Puente Alto,Puente Alto,8.0,validado,buena,11,2,16.0,15.43,14.5,9.9,11.8,88,10.1,1.8,buena
2022-11-10,Puente Alto,Puente Alto,8.0,validado,buena,11,3,8.0,14.71,21.5,8.0,14.2,71,11.8,0.1,buena
2022-11-11,Puente Alto,Puente Alto,8.0,validado,buena,11,4,8.0,13.71,17.9,9.3,12.8,80,7.9,3.4,buena
2022-11-12,Puente Alto,Puente Alto,5.0,validado,buena,11,5,8.0,12.14,15.8,8.8,11.3,81,12.3,25.2,buena
2022-11-13,Puente Alto,Puente Alto,5.0,validado,buena,11,6,5.0,11.0,20.7,5.9,13.8,62,11.9,0.2,buena
2022-11-14,Puente Alto,Puente Alto,9.0,validado,buena,11,0,5.0,9.43,25.8,8.9,18.0,46,7.6,0.0,buena
2022-11-15,Puente Alto,Puente Alto,12.0,validado,buena,11,1,9.0,8.43,29.2,12.9,20.9,50,11.5,0.0,buena
2022-11-16,Puente Alto,Puente Alto,15.0,validado,buena,11,2,12.0,7.86,26.9,12.7,20.2,63,8.0,0.0,buena
2022-11-17,Puente Alto,Puente Alto,14.0,validado,buena,11,3,15.0,8.86,27.6,13.5,20.2,65,13.6,0.0,buena
2022-11-18,Puente Alto,Puente Alto,16.0,validado,buena,11,4,14.0,9.71,27.0,12.5,20.2,63,9.2,0.0,buena
2022-11-19,Puente Alto,Puente Alto,12.0,validado,buena,11,5,16.0,10.86,25.2,13.2,19.0,63,11.9,0.0,buena
2022-11-20,Puente Alto,Puente Alto,12.0,validado,buena,11,6,12.0,11.86,26.5,12.3,19.3,53,10.7,0.0,buena
2022-11-21,Puente Alto,Puente Alto,11.0,validado,buena,11,0,12.0,12.86,28.5,10.9,20.4,43,8.7,0.0,buena
2022-11-22,Puente Alto,Puente Alto,15.0,validado,buena,11,1,11.0,13.14,28.7,12.0,21.1,46,10.0,0.0,buena
2022-11-23,Puente Alto,Puente Alto,15.0,validado,buena,11,2,15.0,13.57,28.1,15.4,21.5,55,8.6,0.0,buena
2022-11-24,Puente Alto,Puente Alto,13.0,validado,buena,11,3,15.0,13.57,26.5,14.7,20.8,63,8.9,0.0,buena
2022-11-25,Puente Alto,Puente Alto,14.0,validado,buena,11,4,13.0,13.43,28.8,17.5,22.7,58,10.8,0.0,buena
2022-11-26,Puente Alto,Puente Alto,13.0,validado,buena,11,5,14.0,13.14,29.7,17.8,22.9,60,10.1,0.0,buena
2022-11-27,Puente Alto,Puente Alto,12.0,validado,buena,11,6,13.0,13.29,26.8,16.0,20.6,66,8.6,0.0,buena
2022-11-28,Puente Alto,Puente Alto,13.0,validado,buena,11,0,12.0,13.29,25.5,14.1,19.4,70,9.8,0.0,buena
2022-11-29,Puente Alto,Puente Alto,14.0,validado,buena,11,1,13.0,13.57,23.7,12.7,17.4,76,10.5,0.0,buena
2022-11-30,Puente Alto,Puente Alto,9.0,validado,buena,11,2,14.0,13.43,23.0,11.1,16.2,75,12.1,0.6,buena
2022-12-01,Puente Alto,Puente Alto,10.0,validado,buena,12,3,9.0,12.57,25.7,12.1,18.5,59,9.5,0.0,buena
2022-12-02,Puente Alto,Puente Alto,10.0,validado,buena,12,4,10.0,12.14,26.9,14.4,20.2,51,8.2,0.0,buena
2022-12-03,Puente Alto,Puente Alto,11.0,validado,buena,12,5,10.0,11.57,27.4,14.7,20.8,55,10.5,0.0,buena
2022-12-04,Puente Alto,Puente Alto,9.0,validado,buena,12,6,11.0,11.29,29.9,15.2,22.6,50,9.7,0.0,buena
2022-12-07,Puente Alto,Puente Alto,10.0,validado,buena,12,2,9.0,10.86,29.3,15.2,21.8,46,14.8,0.0,buena
2022-12-08,Puente Alto,Puente Alto,11.0,validado,buena,12,3,10.0,10.43,29.6,14.8,21.7,54,11.4,0.0,buena
2022-12-09,Puente Alto,Puente Alto,9.0,validado,buena,12,4,11.0,10.0,28.7,15.2,21.3,65,12.4,0.0,buena
2022-12-10,Puente Alto,Puente Alto,8.0,validado,buena,12,5,9.0,10.0,31.2,15.9,23.7,50,10.6,0.0,buena
2022-12-11,Puente Alto,Puente Alto,9.0,validado,buena,12,6,8.0,9.71,32.2,17.2,24.9,36,12.4,0.0,buena
2022-12-12,Puente Alto,Puente Alto,15.0,validado,buena,12,0,9.0,9.57,29.4,15.3,22.9,33,10.6,0.0,buena
2022-12-13,Puente Alto,Puente Alto,11.0,validado,buena,12,1,15.0,10.14,30.5,16.6,23.4,36,10.2,0.0,buena
2022-12-14,Puente Alto,Puente Alto,11.0,validado,buena,12,2,11.0,10.43,28.4,16.7,22.5,43,13.8,0.0,regular
2022-12-15,Puente Alto,Puente Alto,30.0,validado,regular,12,3,11.0,10.57,33.6,15.4,24.6,38,11.7,0.0,regular
2022-12-16,Puente Alto,Puente Alto,36.0,validado,regular,12,4,30.0,13.29,27.0,14.9,21.3,48,11.3,0.0,buena
2022-12-17,Puente Alto,Puente Alto,17.0,validado,buena,12,5,36.0,17.14,24.3,13.8,18.3,64,11.2,0.0,buena
2022-12-18,Puente Alto,Puente Alto,12.0,validado,buena,12,6,17.0,18.43,28.8,12.4,20.6,51,11.1,0.0,buena
2022-12-19,Puente Alto,Puente Alto,10.0,validado,buena,12,0,12.0,18.86,26.4,14.3,19.9,53,13.3,0.0,buena
2022-12-20,Puente Alto,Puente Alto,7.0,validado,buena,12,1,10.0,18.14,28.4,13.2,20.7,47,12.2,0.0,buena
2022-12-21,Puente Alto,Puente Alto,9.0,validado,buena,12,2,7.0,17.57,29.8,14.6,21.4,47,12.5,0.0,buena
2022-12-22,Puente Alto,Puente Alto,6.0,validado,buena,12,3,9.0,17.29,28.1,13.3,19.8,53,13.6,0.0,buena
2022-12-23,Puente Alto,Puente Alto,9.0,validado,buena,12,4,6.0,13.86,27.4,13.6,20.0,60,15.1,0.0,buena
2022-12-24,Puente Alto,Puente Alto,12.0,validado,buena,12,5,9.0,10.0,30.3,14.3,22.0,41,13.2,0.0,buena
2022-12-25,Puente Alto,Puente Alto,14.0,validado,buena,12,6,12.0,9.29,27.0,13.7,20.6,48,12.2,0.0,buena
2022-12-26,Puente Alto,Puente Alto,11.0,validado,buena,12,0,14.0,9.57,25.1,12.3,18.6,64,8.7,0.0,buena
2022-12-27,Puente Alto,Puente Alto,13.0,validado,buena,12,1,11.0,9.71,27.6,15.1,20.9,51,13.2,0.0,buena
2022-12-28,Puente Alto,Puente Alto,15.0,validado,buena,12,2,13.0,10.57,29.7,15.2,22.4,44,13.1,0.0,buena
2022-12-29,Puente Alto,Puente Alto,13.0,validado,buena,12,3,15.0,11.43,31.1,15.1,22.8,40,11.8,0.0,buena
2022-12-30,Puente Alto,Puente Alto,17.0,validado,buena,12,4,13.0,12.43,27.0,15.4,20.8,58,14.1,0.0,buena
2022-12-31,Puente Alto,Puente Alto,15.0,validado,buena,12,5,17.0,13.57,18.7,12.8,15.9,86,8.4,11.7,buena
2023-01-01,Puente Alto,Puente Alto,14.0,validado,buena,1,6,15.0,14.0,27.3,11.9,19.8,61,12.8,0.1,buena
2023-01-02,Puente Alto,Puente Alto,10.0,validado,buena,1,0,14.0,14.0,26.8,13.6,20.2,54,12.0,0.0,buena
2023-01-03,Puente Alto,Puente Alto,10.0,validado,buena,1,1,10.0,13.86,29.4,15.5,21.9,44,10.4,0.0,buena
2023-01-04,Puente Alto,Puente Alto,13.0,validado,buena,1,2,10.0,13.43,28.9,16.0,22.4,46,11.8,0.0,buena
2023-01-05,Puente Alto,Puente Alto,16.0,validado,buena,1,3,13.0,13.14,27.0,15.6,20.7,65,12.4,0.0,buena
2023-01-06,Puente Alto,Puente Alto,11.0,validado,buena,1,4,16.0,13.57,26.4,16.5,20.6,64,11.6,0.0,buena
2023-01-07,Puente Alto,Puente Alto,11.0,validado,buena,1,5,11.0,12.71,29.3,16.0,21.6,62,13.5,0.0,buena
2023-01-08,Puente Alto,Puente Alto,9.0,validado,buena,1,6,11.0,12.14,28.1,16.9,22.0,60,12.4,0.0,buena
2023-01-09,Puente Alto,Puente Alto,13.0,validado,buena,1,0,9.0,11.43,26.1,14.0,20.1,64,11.3,0.7,buena
2023-01-10,Puente Alto,Puente Alto,10.0,validado,buena,1,1,13.0,11.86,26.8,14.2,20.1,64,13.0,0.1,buena
2023-01-11,Puente Alto,Puente Alto,11.0,validado,buena,1,2,10.0,11.86,29.8,16.2,22.2,53,13.9,0.1,buena
2023-01-12,Puente Alto,Puente Alto,8.0,validado,buena,1,3,11.0,11.57,27.2,16.8,20.8,44,14.9,0.0,buena
2023-01-13,Puente Alto,Puente Alto,10.0,validado,buena,1,4,8.0,10.43,28.8,13.5,21.0,39,12.4,0.0,buena
2023-01-14,Puente Alto,Puente Alto,11.0,validado,buena,1,5,10.0,10.29,25.7,15.3,19.5,48,9.5,0.0,buena
2023-01-15,Puente Alto,Puente Alto,9.0,validado,buena,1,6,11.0,10.29,29.6,14.9,21.4,47,14.2,0.0,buena
2023-01-16,Puente Alto,Puente Alto,16.0,validado,buena,1,0,9.0,10.29,26.5,15.1,20.5,49,11.1,0.0,buena
2023-01-17,Puente Alto,Puente Alto,15.0,validado,buena,1,1,16.0,10.71,26.6,14.8,19.6,52,12.4,0.0,buena
2023-01-18,Puente Alto,Puente Alto,17.0,validado,buena,1,2,15.0,11.43,27.9,15.4,21.7,48,11.9,0.0,buena
2023-01-19,Puente Alto,Puente Alto,14.0,validado,buena,1,3,17.0,12.29,23.8,13.0,18.4,64,11.3,0.0,buena
2023-01-20,Puente Alto,Puente Alto,12.0,validado,buena,1,4,14.0,13.14,27.6,11.4,18.7,63,12.0,0.0,buena
2023-01-21,Puente Alto,Puente Alto,12.0,validado,buena,1,5,12.0,13.43,28.2,15.6,20.9,53,12.2,0.0,buena
2023-01-22,Puente Alto,Puente Alto,14.0,validado,buena,1,6,12.0,13.57,30.3,15.4,22.1,47,11.3,0.0,buena
2023-01-23,Puente Alto,Puente Alto,13.0,validado,buena,1,0,14.0,14.29,29.0,15.9,22.0,48,11.2,0.0,buena
2023-01-24,Puente Alto,Puente Alto,9.0,validado,buena,1,1,13.0,13.86,29.9,15.0,21.7,54,10.8,0.0,buena
2023-01-25,Puente Alto,Puente Alto,9.0,validado,buena,1,2,9.0,13.0,29.2,16.6,22.2,52,12.3,0.0,buena
2023-01-26,Puente Alto,Puente Alto,10.0,validado,buena,1,3,9.0,11.86,26.5,14.3,19.8,51,10.6,0.0,buena
2023-01-27,Puente Alto,Puente Alto,16.0,validado,buena,1,4,10.0,11.29,30.6,16.1,22.3,40,12.1,0.0,buena
2023-01-28,Puente Alto,Puente Alto,12.0,validado,buena,1,5,16.0,11.86,31.5,17.8,23.7,34,12.1,0.0,buena
2023-01-29,Puente Alto,Puente Alto,10.0,validado,buena,1,6,12.0,11.86,29.8,18.2,23.5,38,11.3,0.0,buena
2023-01-30,Puente Alto,Puente Alto,10.0,validado,buena,1,0,10.0,11.29,29.2,17.1,22.3,52,10.4,0.0,buena
2023-01-31,Puente Alto,Puente Alto,9.0,validado,buena,1,1,10.0,10.86,28.9,16.4,22.3,52,11.2,0.0,buena
2023-02-01,Puente Alto,Puente Alto,13.0,validado,buena,2,2,9.0,10.86,30.4,15.6,22.8,48,10.3,0.0,buena
2023-02-02,Puente Alto,Puente Alto,18.0,validado,buena,2,3,13.0,11.43,33.2,16.3,24.5,37,11.4,0.0,buena
2023-02-03,Puente Alto,Puente Alto,24.0,validado,buena,2,4,18.0,12.57,30.6,18.8,24.1,40,12.3,0.0,buena
2023-02-04,Puente Alto,Puente Alto,20.0,validado,buena,2,5,24.0,13.71,30.3,18.5,22.8,53,12.8,0.0,buena
2023-02-05,Puente Alto,Puente Alto,20.0,validado,buena,2,6,20.0,14.86,30.2,16.3,22.4,58,12.4,0.0,regular
2023-02-06,Puente Alto,Puente Alto,47.0,validado,regular,2,0,20.0,16.29,31.3,17.4,23.5,54,10.5,0.0,mala
2023-02-07,Puente Alto,Puente Alto,67.0,validado,mala,2,1,47.0,21.57,30.4,18.9,24.0,50,9.6,0.0,mala
2023-02-08,Puente Alto,Puente Alto,62.0,validado,mala,2,2,67.0,29.86,32.0,17.7,24.8,47,9.5,0.0,mala
2023-02-09,Puente Alto,Puente Alto,78.0,validado,mala,2,3,62.0,36.86,33.6,17.5,25.1,38,10.5,0.0,mala
2023-02-10,Puente Alto,Puente Alto,58.0,validado,mala,2,4,78.0,45.43,31.3,17.2,24.2,41,11.2,0.0,regular
2023-02-11,Puente Alto,Puente Alto,46.0,validado,regular,2,5,58.0,50.29,32.1,17.0,24.5,37,9.5,0.0,regular
2023-02-12,Puente Alto,Puente Alto,35.0,validado,regular,2,6,46.0,54.0,30.1,17.4,23.2,41,14.3,0.0,buena
2023-02-13,Puente Alto,Puente Alto,11.0,validado,buena,2,0,35.0,56.14,30.4,15.1,22.1,49,14.2,0.0,buena
2023-02-14,Puente Alto,Puente Alto,15.0,validado,buena,2,1,11.0,51.0,31.4,17.4,23.7,37,9.9,0.0,buena
2023-02-15,Puente Alto,Puente Alto,15.0,validado,buena,2,2,15.0,43.57,30.9,17.0,23.4,38,12.7,0.0,buena
2023-02-16,Puente Alto,Puente Alto,17.0,validado,buena,2,3,15.0,36.86,27.6,16.6,21.1,48,10.9,0.0,buena
2023-02-17,Puente Alto,Puente Alto,15.0,validado,buena,2,4,17.0,28.14,30.1,16.7,22.6,42,12.1,0.0,buena
2023-02-18,Puente Alto,Puente Alto,15.0,validado,buena,2,5,15.0,22.0,29.4,16.3,22.3,43,14.3,0.0,buena
2023-02-19,Puente Alto,Puente Alto,11.0,validado,buena,2,6,15.0,17.57,30.7,16.2,22.9,43,11.7,0.0,buena
2023-02-20,Puente Alto,Puente Alto,14.0,validado,buena,2,0,11.0,14.14,31.9,16.8,23.8,35,12.5,0.0,buena
